PlaceNumber,Class,PlaceName,LineNumber,Station,Address,Telephone,Image,Website,OpeningHours,Fee,Closed,PayFree,lat,lng
293,미술관,서울시립미술관,"1호선, 2호선",시청역,서울 중구 서소문동 덕수궁길 61,02-2124-8800,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5452ef4c1e4c476cb5f86c11ad28f1ee&thumb=Y,http://sema.seoul.go.kr/,평일 10:00~22:00토공휴일 10:00~19:00,0,매주 월요일,무료,37.56408,126.97382
294,미술관,서울역사박물관,5호선,서대문역,서울 종로구 신문로2가 2-1,02-723-2491,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100447&thumb=Y,http://seoulmoa.seoul.go.kr,화~일 10:00~18:00,무료,매주 월요일 1월1일,무료,37.57051,126.97057
295,미술관,서울시립남서울미술관,"2호선, 4호선",사당역,서울 관악구 남부순환로 2076,02-598-6247,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100086&thumb=Y,http://seoulmoa.seoul.go.kr/,평일 10:00~20:00토요일 공휴일 10:00~18:00,무료,1월 1일매주 월요일,무료,37.47617,126.9796
296,공연/전시장,서울시청 하늘광장 갤러리,"1호선, 2호선",시청역,서울 중구 세종대로 110,02-2133-5641,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f6445d7ba66d4a61be3224af23d29c7c&thumb=Y,http://skyplazagallery.com/,,0,주말 및 공휴일,무료,,
297,기타,서울식물원,"9호선, 공항철도",마곡나루역,서울 강서구 마곡동로 161,02-2104-9716,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101513&thumb=Y,botanicpark.seoul.go.kr,,,월요일,,37.56627601,126.8297267
298,미술관,서울아트센터,"4호선, 6호선",삼각지역,서울 종로구 공평동  우정국로2길 32,02-733-9512,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100330&thumb=Y,,평일 10:00~18:00주말공휴일 10:00~17:00,무료,무휴(전시에 따라 변동),무료,,
299,공연장,서울악스,5호선,광나루역,서울 광진구 구천면로 20,02-457-5114,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100094&thumb=Y,http://www.ax-korea.co.kr,,,,유료,,
300,박물관/기념관,서울암사동유적,8호선,암사역,서울 강동구 올림픽로 875,02-3425-6520,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101012&thumb=Y,http://sunsa.gangdong.go.kr/site/main/home,,,1/1 매주 월요일,,,
301,박물관/기념관,서울약령시한의약박물관,1호선,제기동역,서울 동대문구 용두동 787,02-3299-4900~3,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100150&thumb=Y,http://museum.ddm.go.kr/,3월~10월 10:00~18:0011월~2월 10:00~17:00,무료,1월1일설날추석,무료,,
302,박물관/기념관,서울역사박물관,5호선,광화문역,서울 종로구 새문안로 55,02-724-0274~6,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=702652031e1d434d869fef533b8b628a&thumb=Y,www.museum.seoul.kr,평일 : 09:00~21:00 토일 공휴일 : 09:00~19:00(동절기 18:00),무료(일부기획전과 대관전은 유료),매주 월요일 1월 1일 단 월요일이 공휴일인 경우 휴관하지 않음,무료,,
303,기타,서울역사편찬원,"5호선, 9호선",올림픽공원역,서울 송파구 방이동  88-3,02-413-9511,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fbebf96044ee418dab14a5cd1ba7c84a&thumb=Y,history.seoul.go.kr,,,없음,무료,,
304,공연/전시장,서울연극센터,4호선,혜화역,서울 종로구 창경궁로 253-1,02-743-9333,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0f9a2261d8dc4c139d464b74ee1f035e&thumb=Y,https://www.sfac.or.kr/artspace/artspace/play_main.do,화~토요일 10:00~20:00 | 일공유일 10:00~19:00,,휴관,유료,37.58337377,127.001319
305,공연장,서울예술치유허브,3호선,고려대역,서울 성북구 종암동 28-358,02-943-9300,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100677&thumb=Y,http://www.seoulartspace.or.kr/G06_seongbuk/main.asp,,,,,,
306,박물관/기념관,서울올림픽기념관,8호선,몽촌토성역,서울 송파구 방이동 88,02-410-1051~5,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100244&thumb=Y,http://www.88olympic.or.kr/,10:00~17:30,일반 (18세 이상) 3000원초등학생 1500원군인 중고생 2000 원장애인 수첩 및 경로증 소지자 : 무료단체 (20인 이상)  할인,매주 월요일,유료,37.5203792,127.1154958
307,박물관/기념관,서울우리소리박물관,3호선,안국역,서울 종로구 율곡로 96,02-742-2600,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8e12eacb436f4ff58a6ad27c0a4af21b&thumb=Y,http://gomuseum.seoul.go.kr/sekm,,0,매주 월요일,무료,,
308,문화원,서울월드컵경기장,6호선,월드컵경기장역,서울 마포구 성산동 526-3,02-2128-2973,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100172&thumb=Y,,,,,유료,,
309,기타,서울자유시민대학,5호선,서대문역,서울 종로구 신문로2가 1-43,02-739-2751,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101351&thumb=Y,sll.seoul.go.kr,,,,,,
310,기타,서울창작공간,2호선,용두역,서울 동대문구 용두동 255-67,02-3290-7070,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100691&thumb=Y,http://www.seoulartspace.or.kr,10:00 ~ 17:00,,,무료,,
311,기타,서울책보고,2호선,잠실나루역,서울 송파구 신천동 14,02-6951-4977,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=aeb410611f844ffbb11d2f4a8ff9db01&thumb=Y,http://www.seoulbookbogo.kr,10:30~20:30 (화~목) / 10:00~21:00 (토~일),무료,매주 월요일 1월 1일 설날 및 추석연휴,무료,,
312,박물관/기념관,서울풍물시장,"1호선, 2호선, 우이신설경전철",신설동역,서울 동대문구 천호대로4길 21,02-2232-3368,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3dee0f04f092440b8a0272fd27b65e3f&thumb=Y,www.pungmul.or.kr,,0,매주 화요일,무료,37.57270,127.02551
313,박물관/기념관,서울하수도과학관,5호선,장한평역,서울 성동구 용답동 250-7,02-2211-2540,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=131c9ff501434885ab34e7d30fffea59&thumb=Y,http://sssmuseum.org,,,매주 월요일 설 당일 구정 당일 추석 당일,무료,37.55797,127.05784
314,박물관/기념관,서울함공원,6호선,망원역,서울 마포구 마포나루길 407,02 322 7500,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101438&thumb=Y,http://seoulbattleshippark.com/xe/main,,,설날 추석 매주 월요일,,,
315,미술관,선갤러리,"1호선, 3호선, 5호선",종로3가역,서울 종로구 인사동 184 5길 8,02-734-0458,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100474&thumb=Y,http://www.sungallery.co.kr/,10:00 ~ 18:00,무료,연중무휴,무료,,
316,유적지,선정릉,"2호선, 수인분당선",선릉역,서울 강남구 선릉로 100길 1,02-568-1291,,,,,,,37.50733764,127.0471461
317,미술관,성곡미술관,3호선,경복궁역,서울 종로구 신문로2가 1-101,02-737-7650,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100446&thumb=Y,http://www.sungkokmuseum.com/,10:00~18:00,일반 5000원학생 2000원,월요일,유료,,
318,미술관,성북구립 최만린미술관,우이신설경전철,북한산보국문역,서울 성북구 솔샘로7길 23,02-6906-3170,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101443&thumb=Y,https://sma.sbculture.or.kr/sma/index.do,,,일월,,,
319,박물관/기념관,성북선잠박물관,4호선,한성대입구역,서울 성북구 성북로 96,02-744-0025,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a6032f7b78034400a1c5af7d003db801&thumb=Y,http://museum.sb.go.kr,,,매주 월요일(*월요일이 공휴일인 경우 그 다음날) 1월 1일 설날추석 연휴성북구청장이 정하는 휴관일  ,무료,,
320,공연장,성수아트홀,2호선,뚝섬역,서울 성동구 뚝섬로1길 43,02-2204-7570,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9b7310f452f6455c89164adfb90e8c20&thumb=Y,http://seongsu.sdfac.or.kr/,,,월요일,무료,37.54542,127.04695
321,공연장,성암아트홀,"9호선, 수인분당선",선정릉역,서울 강남구 논현동 268-16,02-543-0826,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100006&thumb=Y,http://www.saart.co.kr/,,,토요일 일요일 공휴일,유료,37.51108397,127.0429882
322,박물관/기념관,세계골프역사박물관,2호선,삼성역,서울 강남구 테헤란로 528,02-2192-3005,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f17edda73ab141fea4542f5d4a4f8414&thumb=Y,https://blog.naver.com/golfhistory,,성인: 5000원 / 청소년 어르신(만 65세 이상) 장애인: 3000원/ 동반 10인 이상 관람: 3000원,토요일 일요일 공휴일 ,유료,,
323,박물관/기념관,세계장신구 박물관,3호선,안국역,서울 종로구 화동 75-3,02-730-1610,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100501&thumb=Y,www.wjmuseum.com,10:00~19:00,일반 5000원학생 3000원,월요일,유료,,
324,기타,세빛섬,9호선,신반포역,서울 서초구 올림픽대로 2085-14,02-3447-3084,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101450&thumb=Y,http://www.somesevit.co.kr/,,,연중무휴,,,
325,공연장,세실극장,"1호선, 2호선",시청역,서울 중구 정동 3-7,02-742-7601,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100531&thumb=Y,http://www.ceciltheater.com/,,,,유료,,
326,공연장,세실아트홀,3호선,압구정역,서울 강남구 신사동 616-7,02 3446 1665,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100922&thumb=Y,www.cecil.co.kr,,,없음,,,
327,박물관/기념관,세종대왕기념관,6호선,고려대역,서울 대문구 청량리동 1-157 ,02-969-8851,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100154&thumb=Y,www.sejongkorea.org,09:00 ~ 18:00,대인 1800원/ 소인 1200원,매주 월요일 설날 추석 신정,유료,37.59081,127.04353
328,공연장,세종대학교 대양홀,7호선,어린이대공원역,서울 광진구 군자동 98,02-3408-3532,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100099&thumb=Y,http://www.sejong.ac.kr/sju05/sju05_8.html,,,,유료,,
329,박물관/기념관,세종대학교 박물관,7호선,어린이대공원역,서울 광진구 군자동 98,02-3408-3077,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100100&thumb=Y,http://museum.sejong.ac.kr/,10:00~15:00,무료,토일요일공휴일,무료,,
330,공연/전시장,세종마을상촌재,3호선,경복궁역,서울 종로구 자하문로17길 12-11,02-6013-1142,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101408&thumb=Y,https://www.jfac.or.kr/site/main/home,,,월요일,,37.58186,126.96951
331,공연장,세종문화회관,5호선,광화문역,서울 종로구 세종대로 175,02-399-1000,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=580516baeec44af59eafc7a1efc64ff0&thumb=Y,https://www.sejongpac.or.kr,,,연중무휴,무료,37.57255,126.97564
332,미술관,세컨드에비뉴 갤러리,"3호선, 4호선",충무로역,서울 중구 필동로8길 22,02-593-1140,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101263&thumb=Y,http://gallery2ndave.com/,,,일요일 공휴일,,,
333,미술관,셀린박 갤러리,3호선,압구정역,서울 강남구 압구정로32길 30,070-5222-4228,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101540&thumb=Y,www.celineparkgallery.com,,,매주 월요일 1&amp;3 째주 일요일 휴관,유료,,
334,미술관,소마미술관,9호선,한성백제역,서울 송파구 방이동 올림픽로 424,02-410-1060~6,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100242&thumb=Y,http://www.somamuseum.org/,10:00~18:00,일반 3000원청소년 2000원어린이 1000원,월요일1월 1일설날 추석,유료,37.51711824,127.1182319
335,유적지,소악루,9호선,양천향교역,서울 강서구 가양동,02-2600-6300,,,,,,,37.57554839,126.8408323
336,공연장,소월아트홀,"2호선, 5호선, 수인분당선, 경의선",왕십리역,서울 성동구 행당동 142-16,02-2204-6400,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100221&thumb=Y,http://sowol.sdmc.go.kr/main/main.asp,,,,유료,37.55929594,127.0359763
337,미술관,소호 아트 갤러리,3호선,경복궁역,서울 종로구 필운동 90-1,02-722-1999,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100488&thumb=Y,http://www.thesoho.co.kr/,11:00 ~ 22:00,무료,연중무휴,무료,,
338,공연장,손기정문화체육센터,"2호선, 5호선",충정로역,서울 중구 만리동2가 손기정로 101,02-2280-8390,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100739&thumb=Y,http://www.e-junggu.or.kr/?code=20&subp=1010_1,,,,무료,,
339,유적지,송시열초상,4호선,한성대입구역,서울 종로구 명륜1가,,,,,,,,,
340,문화예술회관,송파구체육문화회관,5호선,거여역,서울 송파구 거여동 289,02-402-3291~2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100841&thumb=Y,http://www.esongpa.or.kr,,,,유료,,
341,박물관/기념관,쇳대박물관,"1호선, 4호선",동대문역,서울 종로구 동숭동 187-8,02-766-6494,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100403&thumb=Y,www.lockmuseum.org,10:00~18:00,일반 5000원청소년 3000원어린이 2000원,월요일,유료,,
342,박물관/기념관,수림아트센터,6호선,고려대역,서울 동대문구 홍릉로 118,02-962-7911,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101409&thumb=Y,http://www.soorimcf.or.kr/index.html,,,상황에 따라 다름,,,
343,박물관/기념관,숙명여자대학교 박물관,4호선,숙대입구역,서울 용산구 청파동2가 52,02-710-9133,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100299&thumb=Y,http://museum.sookmyung.ac.kr,월~토 오전10시~오후5시 (일요일 공휴일은 휴관),무료,일요일 공휴일,무료,,
344,박물관/기념관,숙명여자대학교 정영양자수박물관,"6호선, 경의선",효창공원앞역,서울 용산구 효창동 52,02-710-9133,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100308&thumb=Y,http://museum.sookmyung.ac.kr/,월~토 10:00~17:00,무료,일요일 신정,무료,,
345,유적지,숭례문,"1호선, 4호선, 공항철도",서울역,서울 중구 세종대로 40,042-481-4650,,,,,,,37.55995062,126.97530
346,유적지,영휘원과 숭인원,1호선,청량리역,서울 동대문구 청량리동 204-37,02-962-0556,,,,,,,37.58860,127.04359
347,박물관/기념관,쉼박물관,3호선,경복궁역,서울 종로구 홍지동 36-20,02-391-2765,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100498&thumb=Y,http://shuim.org,화요일 ~ 일요일 11:00~17:00,어린이 : 3000원 청소년 군인 : 5000원 어른 : 7000원,월요일,유료,,
348,미술관,슈페리어갤러리,2호선,삼성역,서울 강남구 테헤란로 528,02-2192-3366,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=08e69d24831f46989b85c35e2662e1e5&thumb=Y,https://www.thesuperiormall.com/goods/goods_art.php,,0,토요일 일요일 공휴일 ,무료,,
349,미술관,스튜디오 콘크리트,6호선,한강진역,서울 용산구 한남대로 162,02-794-4095,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101118&thumb=Y,http://www.studio-ccrt.com/xe/index_ccrt,,,연중무휴,,,
350,미술관,스페이스 신선,6호선,한강진역,서울 용산구 이태원로 256,02-793-7400,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101055&thumb=Y,http://www.spaceshinseon.org/,,,매주 월요일 설 연휴 추석 연휴,,,
351,미술관,스페이스 씨,3호선,압구정역,서울 강남구 언주로 827,02-547-9177,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101311&thumb=Y,http://spacec.co.kr/,,,매주 일요일 및 명절연휴(설날/추석) 휴관,,,
352,미술관,스페이스 이수 ,9호선,신반포역,서울 서초구 반포동 사평대로 84,070-7737-7067,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=867e4ff3011e43ab9cf85601c4976d72&thumb=Y,http://www.isu.co.kr/kor/culture/spaceisu.jsp,,0,매주 월요일 화요일 ,무료,,
353,기타,시립용산노인종합복지관,경의선,한남역,서울 용산구 독서당로11길 16,02-794-6100,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101114&thumb=Y,http://www.ysnoin.or.kr/,,,,,,
354,공연/전시장,시민청,"1호선, 2호선",시청역,서울 중구 세종대로110,02-739-7733,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=962ab568528247dba703ce1b25618b40&thumb=Y,http://seoulcitizenshall.kr,,,1.1일 설.추석 당일 매월 마지막 일요일 ,무료,37.56672,126.97817
355,기타,신당창작아케이드,"2호선, 6호선",신당역,서울 중구 마장로 87,02-2232-8833,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d3f06c293999411ab94bdd9985419dea&thumb=Y,http://www.sfac.or.kr/,,,주말 및 공휴일 휴관,유료,,
356,공연장,신도림 오페라하우스,"1호선, 2호선",신도림역,서울 구로구 구로동 3-39,02-867-2209,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101124&thumb=Y,www.guroartsvalley.or.kr,,,일요일,,37.50814693,126.8909225
357,공연/전시장,신도림예술공간 고리,"1호선, 2호선",신도림역,서울 구로구 구로동 3-33,02-867-2202,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100927&thumb=Y,https://www.artgori.or.kr:40019/,,,공휴일(국경일 명절) 월요일,,,
358,기타,신림체육센터,2호선,신대방역,서울 관악구 신림동  난곡로64가길 19,02-869-1888,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100830&thumb=Y,http://www.gwanakgongdan.or.kr,,,,무료,,
359,박물관/기념관,신문박물관,5호선,광화문역,서울 종로구 세종로 139,02-2020-1830,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100433&thumb=Y,www.presseum.or.kr,화~일 10:00~18:00,일반 3000원초중고 2000원,월요일1월 1일설날 연휴,유료,,
360,공연장,신월문화체육센터,2호선,신정네거리역,서울 양천구 신월동  지양로 37,02-2605-4093~5,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100799&thumb=Y,http://www.ycs.or.kr,,,,무료,,
361,공연장,신촌문화발전소,경의선,신촌역,서울 서대문구 연세로2나길 57,02-330-4393,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101304&thumb=Y,www.scas.or.kr,,,월요일,,,
362,미술관,신한갤러리,2호선,역삼역,서울 강남구 역삼로 251,02-2151-7684,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=41443ddc9b514a99879105c2dd035448&thumb=Y,https://www.beautifulshinhan.co.kr/servShcaInqy3010.do?mappingId=%2FservShcaInqy3010.do&genActiontypeCd=2ACT1010&genDoctreattypeCd=&genMenuId=menu_serv_serv_lawt_3030,,0,일 월 공휴일 근로자의 날 ,무료,,
363,공연장,아리랑 씨네센터,우이신설경전철,정릉역,서울 성북구 돈암동 538-98,02-3291-5540,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100225&thumb=Y,http://cine.arirang.go.kr/,,,,유료,,
364,미술관,아웃사이트(out_sight),4호선,혜화역,서울 종로구 창경궁로35가길 12,02-742-3512,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101479&thumb=Y,http://www.out-sight.net,,,월요일 공휴일,,,
365,공연장,아이들극장,4호선,혜화역,서울 종로구 성균관로 91,02-2088-4290,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101190&thumb=Y,https://jct.jfac.or.kr/site/child/home,,,월요일,,,
366,공연장,아이러브아트센터,3호선,압구정역,서울 강남구 압구정로32길 30,070-5222-3778,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=525d586b9f67484d95762206d3af664d&thumb=Y,www.eyeloveartcenter.com,,0,휴관일 없음 ,무료,,
367,유적지,아차산봉수대터,경춘선,망우역,서울 중랑구 묵동 산46-19,02-490-3114,,,,,,,37.60876621,127.0866346
368,미술관,아트선재센터,3호선,안국역,서울 종로구 소격동 144-2,02-733-8945,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100438&thumb=Y,http://www.artsonje.org/,11:00~19:00,일반 3000원학생 1500원,월요일,유료,,
369,미술관,아트센터 나비,1호선,종각역,서울 종로구 서린동  종로 26,02-2121-0912,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100428&thumb=Y,http://www.nabi.or.kr/,월~금 10:00~18:00,유료,토일요일공휴일,무료,,
370,공연/전시장,아트숨비센터 ,6호선,응암역,서울 은평구 은평로8길 9,02-973-1023,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2212b1c75d044bc7b03ef82ae3d6d859&thumb=Y,http://artsoombi.com/,,0,일요일 및 공휴일 ,무료,,
371,문화예술회관,아트하우스 모모,경의선,신촌역,서울 서대문구 이화여대길 52,02-363-5333,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101283&thumb=Y,www.arthousemomo.co.kr/,,,,,,
372,공연장,아티스탄홀,4호선,혜화역,서울 종로구 대학로 132,02-1661-6981,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=98237a93db83435e8eecd2ab15b6260d&thumb=Y,없음,,문의,없음,유료,,
373,박물관/기념관,안중근의사기념관,4호선,회현역,서울 중구 남대문로5가 471,02-771-4195,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100503&thumb=Y,www.patriot.or.kr,3월 ~ 10월 09:00 ~ 18:00,일반 1000원학생 700원,,유료,,
374,유적지,안중근의사동상,4호선,회현역,서울 용산구 후암동 30-80,20-2125-0833,,,,,,,37.55333901,126.9806148
375,유적지,암사동선사주거지,8호선,암사역,서울 강동구 올림픽로 875,02-3425-6520,,,,,,,37.56051861,127.1301521
376,공연장,양천구 해누리타운 아트홀,2호선,양천구청역,서울 양천구 목동동로 85,02-2620-4651,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101357&thumb=Y,,,,,,,
377,기타,양천구민체육센터,2호선,양천구청역,서울 양천구 신정동 322-10,02-2652-1792~5,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100798&thumb=Y,http://www.ycs.or.kr/page/facility/sport/yangcheon.php,,,,,,
378,문화예술회관,양천문화재단,2호선,양천구청역,서울 양천구 목동동로 81,02-2061-3435,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101542&thumb=Y,https://yfac.kr/main/main.do,,,18시 이후 주말 빨간 날,무료,,
379,문화예술회관,양천문화회관,2호선,양천구청역,서울 양천구 신정동 322,02-2646-5870,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100273&thumb=Y,http://www.yangcheonart.go.kr/main.asp,,,,유료,,
380,미술관,어반아트,6호선,이태원역,서울 강남구 신사동 545-11,02-511-2931,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100035&thumb=Y,http://www.urbanart4u.com/,09:00 ~ 18:00,,일요일,유료,,
381,공연/전시장,언더스탠드에비뉴,수인분당선,서울숲역,서울 성동구 성수동1가 685-704,02-725-5526,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100954&thumb=Y,http://www.understandavenue.com,,,연중무휴,,,
382,유적지,여계묘역,1호선,개봉역,서울 구로구 고척동 산6-3,,,,,,,,37.50730515,126.8561749
383,공연장,여의도한강공원 물빛무대,5호선,여의나루역,서울 영등포구 여의동로 330,02-3780-0799,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101412&thumb=Y,http://www.floating-stage.com/,,,-,,,
384,유적지,연산군묘,우이신설경전철,북한산우이역,서울 도봉구 방학동,02-3494-0370,,,,,,,37.66143564,127.0225669
385,박물관/기념관,연세대학교 중앙박물관,2호선,신촌역,서울 서대문구 신촌동 134,02-2123-3340,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100181&thumb=Y,없음,오전 10시 ~ 오후 5시(입장은 4시 30분)휴관: 공휴일 및 토ㆍ일요일 여름ㆍ겨울방학,무료,일요일 및 공휴일,무료,,
386,공연장,연우소극장,4호선,혜화역,서울 종로구 혜화동  창경궁로35길 21,02-744-5701,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100490&thumb=Y,http://www.iyeonwoo.co.kr/,,,,유료,,
387,기타,연희문학창작촌,경의선,신촌역,서울 서대문구 증가로2길 6-7,02-324-4600,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=114556349bb44c64af28ee5331b57ee2&thumb=Y,https://www.sfac.or.kr/artspace/artspace/yeonhui_main.do,,,공휴일,무료,,
388,문화예술회관,영등포아트홀,"2호선, 5호선",영등포구청역,서울 영등포구 당산동3가,02-2670-4080,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100858&thumb=Y,http://arthall.ydp.go.kr,,,,유료,,
389,공연장,영산아트홀,9호선,국회의사당역,서울 영등포구 여의도동 12,02-761-1587,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100281&thumb=Y,http://www.youngsanarthall.com/,,,,유료,37.5290428,126.9242712
390,공연장,영산양재홀,"3호선, 신분당선",양재역,서울 서초구 양재동 20-4,02-571-7689,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100212&thumb=Y,http://www.youngsanhall.com/,,,,유료,37.48053371,127.0384055
